category,category_group,city,client_jobs_posted,client_rating,company,company_description,company_industry,company_size,description,employment_type,engagement_duration,id,job_type,location,posted_date,remote,salary,skills,source,title,url,weekly_hours
,,High Point,,,Food Lion,"Food Lion, based in Salisbury, N.C., and its 82,000 associates have a longstanding history of serving its customers and communities through 10 Southeastern and Mid-Atlantic states. Since 1957, we have been connected to the towns and cities we serve by providing an easy shopping experience anchored by a strong commitment to affordability, freshness and the communities we serve.By serving more than 10 million customers a week, our associates make sure our customers can always count on us to meet their needs. In addition, we make sure that our neighbors can count on us too. Through Food Lion Feeds, we are working to end hunger in our local communities by committing to donate 500 million meals through food donations, volunteer service and other impactful hunger-relief initiatives.",Retail,"10,001+ employees",,FULL_TIME,,1551229873,,"High Point, North Carolina, United States",,False,,[],linkedin,PT Perishable Associate,https://www.linkedin.com/jobs/view/pt-perishable-associate-at-food-lion-4205472362,
,,Hickory,,,Food Lion,"Food Lion, based in Salisbury, N.C., and its 82,000 associates have a longstanding history of serving its customers and communities through 10 Southeastern and Mid-Atlantic states. Since 1957, we have been connected to the towns and cities we serve by providing an easy shopping experience anchored by a strong commitment to affordability, freshness and the communities we serve.By serving more than 10 million customers a week, our associates make sure our customers can always count on us to meet their needs. In addition, we make sure that our neighbors can count on us too. Through Food Lion Feeds, we are working to end hunger in our local communities by committing to donate 500 million meals through food donations, volunteer service and other impactful hunger-relief initiatives.",Retail,"10,001+ employees",,FULL_TIME,,1551238222,,"Hickory, North Carolina, United States",,False,,[],linkedin,FT Food Lion To Go Lead - 00638,https://www.linkedin.com/jobs/view/ft-food-lion-to-go-lead-00638-at-food-lion-4205471526,
,,Gloucester Point,,,Food Lion,"Food Lion, based in Salisbury, N.C., and its 82,000 associates have a longstanding history of serving its customers and communities through 10 Southeastern and Mid-Atlantic states. Since 1957, we have been connected to the towns and cities we serve by providing an easy shopping experience anchored by a strong commitment to affordability, freshness and the communities we serve.By serving more than 10 million customers a week, our associates make sure our customers can always count on us to meet their needs. In addition, we make sure that our neighbors can count on us too. Through Food Lion Feeds, we are working to end hunger in our local communities by committing to donate 500 million meals through food donations, volunteer service and other impactful hunger-relief initiatives.",Retail,"10,001+ employees",,FULL_TIME,,1551240098,,"Gloucester Point, Virginia, United States",,False,,[],linkedin,PT Deli Bakery Sales Associate,https://www.linkedin.com/jobs/view/pt-deli-bakery-sales-associate-at-food-lion-4205471533,
,,Wake Forest,,,Food Lion,"Food Lion, based in Salisbury, N.C., and its 82,000 associates have a longstanding history of serving its customers and communities through 10 Southeastern and Mid-Atlantic states. Since 1957, we have been connected to the towns and cities we serve by providing an easy shopping experience anchored by a strong commitment to affordability, freshness and the communities we serve.By serving more than 10 million customers a week, our associates make sure our customers can always count on us to meet their needs. In addition, we make sure that our neighbors can count on us too. Through Food Lion Feeds, we are working to end hunger in our local communities by committing to donate 500 million meals through food donations, volunteer service and other impactful hunger-relief initiatives.",Retail,"10,001+ employees",,FULL_TIME,,1551240248,,"Wake Forest, North Carolina, United States",,False,,[],linkedin,FT Kitchen Service Leader,https://www.linkedin.com/jobs/view/ft-kitchen-service-leader-at-food-lion-4205474115,
,,Berkeley Heights,,,BioNTech SE,"Biopharmaceutical New Technologies (BioNTech) is a global biotechnology company aspiring to translate science into survival by developing new immunotherapies utilizing the full potential of the immune system to fight cancer and infectious diseases. BioNTech is headquartered in Mainz, Germany, and operates globally with almost 7.000 pioneers. Our work is powered by one mission: Improving the health of people worldwide. We believe that scientific rigor and passion are the driving forces that are essential for innovative progress. BioNTech was founded in 2008 by scientists and physicians to translate science into survival by combining fundamental research and operational excellence. At BioNTech, we have been conducting fundamental research of mRNA technologies in the field of individualized cancer medicine for more than a decade. Some of our colleagues, including our co-founders, have been researching and developing mRNA-based vaccines for more than 25 years. Ready to join us on this journey? Explore the opportunities and become part of a team that aspires to turn bold ideas into real-world solutions: www.biontech.com/careers 🔗 Privacy Statement: https://www.biontech.com/int/en/home/data-privacy-statement.html 🔗 Imprint: https://www.biontech.com/int/en/home/imprint.html",Biotechnology Research,"1,001-5,000 employees",,FULL_TIME,,1551245491,,"Berkeley Heights, New Jersey, United States",,False,,[],linkedin,"Executive Director, Global Forecasting",https://www.linkedin.com/jobs/view/executive-director-global-forecasting-at-biontech-se-4205474118,
,,Rocky Mount,,,Food Lion,"Food Lion, based in Salisbury, N.C., and its 82,000 associates have a longstanding history of serving its customers and communities through 10 Southeastern and Mid-Atlantic states. Since 1957, we have been connected to the towns and cities we serve by providing an easy shopping experience anchored by a strong commitment to affordability, freshness and the communities we serve.By serving more than 10 million customers a week, our associates make sure our customers can always count on us to meet their needs. In addition, we make sure that our neighbors can count on us too. Through Food Lion Feeds, we are working to end hunger in our local communities by committing to donate 500 million meals through food donations, volunteer service and other impactful hunger-relief initiatives.",Retail,"10,001+ employees",,FULL_TIME,,1551245632,,"Rocky Mount, North Carolina, United States",,False,,[],linkedin,PT Specialty Merchandise Associate,https://www.linkedin.com/jobs/view/pt-specialty-merchandise-associate-at-food-lion-4205473362,
,,Brisbane,,,Flight Centre Travel Group,"Flight Centre Travel Group is one of the world’s largest travel companies with over 15,000 employees - what we call ‘Flighties’. With global headquarters in Brisbane, Australia, we have company owned leisure and corporate travel businesses in over 25 countries including Australia, New Zealand, the Americas, Europe, the United Kingdom, South Africa, Asia and the UAE. Our corporate travel management brand FCM also boasts a network that extends to over 100 countries through company-owned businesses and independent licensees. Together, we live and breathe our number one philosophy, our people, and turn up each day driven by our purpose to open up the world for those who want to see. Put simply, we’re a bunch of travel lovers looking for more travel lovers to join our family.Our values are simple, powerful and they shape our behaviour across our entire network of brands and businesses. We have a set of three core values (Ownership, Egalitarianism and Irreverence) that are lasting and unique to how we do things around here. They guide what our people do and drive our organisation forward.We support our people the FCTG way; with opportunities to help you thrive, connect, give, move and be rewarded. Our people have access to a suite of tangible, curated benefits to ensure holistic wellbeing – from mental and physicalhealth to financial freedom.We are not an overnight success story. Our success happened over many years of persistence and hard work by a lot of people. We opened our first leisure travel store in Sydney, Australia in 1982 and we're now in our 40s. Turning 40 was a big deal. It is an incredible achievement and a testament to our business model. Not only this, but it means we’ve been the catalyst for millions of incredible travel memories. This milestone is celebrated by all our people globally in acknowledgement of our Australian roots and the birth of a brand that became the catalyst for all of our success and brand diversification to follow.",Travel Arrangements,"10,001+ employees",,FULL_TIME,,1551232266,,"Brisbane, Queensland, Australia",,False,,[],linkedin,"Head of Engineering - South Bank, QLD",https://au.linkedin.com/jobs/view/head-of-engineering-south-bank-qld-at-flight-centre-travel-group-4205469561,
,,,,,BioNTech SE,"Biopharmaceutical New Technologies (BioNTech) is a global biotechnology company aspiring to translate science into survival by developing new immunotherapies utilizing the full potential of the immune system to fight cancer and infectious diseases. BioNTech is headquartered in Mainz, Germany, and operates globally with almost 7.000 pioneers. Our work is powered by one mission: Improving the health of people worldwide. We believe that scientific rigor and passion are the driving forces that are essential for innovative progress. BioNTech was founded in 2008 by scientists and physicians to translate science into survival by combining fundamental research and operational excellence. At BioNTech, we have been conducting fundamental research of mRNA technologies in the field of individualized cancer medicine for more than a decade. Some of our colleagues, including our co-founders, have been researching and developing mRNA-based vaccines for more than 25 years. Ready to join us on this journey? Explore the opportunities and become part of a team that aspires to turn bold ideas into real-world solutions: www.biontech.com/careers 🔗 Privacy Statement: https://www.biontech.com/int/en/home/data-privacy-statement.html 🔗 Imprint: https://www.biontech.com/int/en/home/imprint.html",Biotechnology Research,"1,001-5,000 employees",,FULL_TIME,,1551245397,,Germany,,False,,[],linkedin,Senior Director Analytical Excellence,https://de.linkedin.com/jobs/view/senior-director-analytical-excellence-at-biontech-se-4205470577,
,,Las Vegas,,,Insight Global,"Insight Global is an international professional services and staffing company specializing in delivering talent and technical solutions to Fortune 1000 companies across the IT, Non-IT, Healthcare, and Engineering industries. Fueled by staffing and talent experts, Evergreen, our professional services brand, brings technical advisors and culture consultants to help customers tackle their biggest challenges. With over 70 locations across North America, Europe, and Asia, and global staffing capabilities in 50+ countries, our teams of tech-enabled recruiters are dedicated to finding the right talent and technical solutions to help our customers thrive. At our core, we are dedicated to empowering people to do great things. That’s why we’re passionate about developing our people personally, professionally, and financially so they can be the light to the world around them. To find out more, visit www.insightglobal.com",Staffing and Recruiting,"1,001-5,000 employees",,FULL_TIME,,1551226265,,"Las Vegas, Nevada, United States",,False,,[],linkedin,Project Manager,https://www.linkedin.com/jobs/view/project-manager-at-insight-global-4205236974,
,,Costa Mesa,,,Experian,"Experian is a global data and technology company, powering opportunities for people and businesses around the world. We help to redefine lending practices, uncover and prevent fraud, simplify healthcare, deliver digital marketing solutions, and gain deeper insights into the automotive market, all using our unique combination of data, analytics and software. We also assist millions of people to realise their financial goals and help them to save time and money.We operate across a range of markets, from financial services to healthcare, automotive, agrifinance, insurance, and many more industry segments.We invest in talented people and new advanced technologies to unlock the power of data and innovate. As a FTSE 100 Index company listed on the London Stock Exchange (EXPN), we have a team of 22,500 people across 32 countries. Our corporate headquarters are in Dublin, Ireland. Learn more at experianplc.com.",Information Services,"10,001+ employees",,FULL_TIME,,1551221190,,"Costa Mesa, California, United States",,True,,[],linkedin,Product Marketing Manager - Marketing & Prospecting Solutions,https://www.linkedin.com/jobs/view/product-marketing-manager-marketing-prospecting-solutions-at-experian-4205468719,
,,Costa Mesa,,,Experian,"Experian is a global data and technology company, powering opportunities for people and businesses around the world. We help to redefine lending practices, uncover and prevent fraud, simplify healthcare, deliver digital marketing solutions, and gain deeper insights into the automotive market, all using our unique combination of data, analytics and software. We also assist millions of people to realise their financial goals and help them to save time and money.We operate across a range of markets, from financial services to healthcare, automotive, agrifinance, insurance, and many more industry segments.We invest in talented people and new advanced technologies to unlock the power of data and innovate. As a FTSE 100 Index company listed on the London Stock Exchange (EXPN), we have a team of 22,500 people across 32 countries. Our corporate headquarters are in Dublin, Ireland. Learn more at experianplc.com.",Information Services,"10,001+ employees",,FULL_TIME,,1551237458,,"Costa Mesa, California, United States",,True,,[],linkedin,Product Marketing Manager - Platform,https://www.linkedin.com/jobs/view/product-marketing-manager-platform-at-experian-4205468720,
,,Costa Mesa,,,Experian,"Experian is a global data and technology company, powering opportunities for people and businesses around the world. We help to redefine lending practices, uncover and prevent fraud, simplify healthcare, deliver digital marketing solutions, and gain deeper insights into the automotive market, all using our unique combination of data, analytics and software. We also assist millions of people to realise their financial goals and help them to save time and money.We operate across a range of markets, from financial services to healthcare, automotive, agrifinance, insurance, and many more industry segments.We invest in talented people and new advanced technologies to unlock the power of data and innovate. As a FTSE 100 Index company listed on the London Stock Exchange (EXPN), we have a team of 22,500 people across 32 countries. Our corporate headquarters are in Dublin, Ireland. Learn more at experianplc.com.",Information Services,"10,001+ employees",,FULL_TIME,,1551237547,,"Costa Mesa, California, United States",,True,,[],linkedin,"Senior Product Owner, Fraud and Identity",https://www.linkedin.com/jobs/view/senior-product-owner-fraud-and-identity-at-experian-4205473373,
,,Costa Mesa,,,Experian,"Experian is a global data and technology company, powering opportunities for people and businesses around the world. We help to redefine lending practices, uncover and prevent fraud, simplify healthcare, deliver digital marketing solutions, and gain deeper insights into the automotive market, all using our unique combination of data, analytics and software. We also assist millions of people to realise their financial goals and help them to save time and money.We operate across a range of markets, from financial services to healthcare, automotive, agrifinance, insurance, and many more industry segments.We invest in talented people and new advanced technologies to unlock the power of data and innovate. As a FTSE 100 Index company listed on the London Stock Exchange (EXPN), we have a team of 22,500 people across 32 countries. Our corporate headquarters are in Dublin, Ireland. Learn more at experianplc.com.",Information Services,"10,001+ employees",,FULL_TIME,,1551237550,,"Costa Mesa, California, United States",,True,,[],linkedin,"Staff Software Engineer, Frontend",https://www.linkedin.com/jobs/view/staff-software-engineer-frontend-at-experian-4205469582,
,,São Paulo,,,Serasa Experian,"Somos uma Datatech, líder global em soluções de inteligência para análise de riscos e oportunidades com foco nas jornadas de crédito, autenticação e prevenção à fraude. Temos presença global com expertise local, estamos em 30 países e atuamos há 55 anos no mercado brasileiro. Contamos com os melhores talentos, mais de 21 mil colaboradores no mundo e quase 5 mil no Brasil. Trabalhamos sempre para criar um ambiente diverso e equilibrado para todas as nossas pessoas. Por isso, temos tanto orgulho de estarmos sendo continuamente reconhecidos como uma das melhores empresas para se trabalhar pelo Great Place to Work, Linkedin e Employers for Youth. E não para por aí. Aqui, inovação é o nosso combustível e não é à toa que a gente sabe quem é quem. Temos o maior ecossistema de big data da América Latina e a ele somamos tecnologia de ponta para revelar o que nem todos conseguem ver e ir além do óbvio. Com um portfólio completo e flexível, enxergamos o todo e à frente. Antecipamos o futuro para oferecer a pessoas e empresas um caminho que transforme, hoje, a incerteza do risco na melhor decisão. É assim que ajudamos pessoas a realizarem seus sonhos e empresas a prosperarem. Que trabalhamos por um Brasil com mais inclusão financeira. Afinal, trabalhar na Serasa Experian é muito mais do que as pessoas imaginam. É criar um amanhã melhor para todos, ampliando oportunidades aqui e agora.",Information Services,"1,001-5,000 employees",,FULL_TIME,,1551238204,,"São Paulo, São Paulo, Brazil",,False,,[],linkedin,Especialista em Desenvolvimento e IA Generativa - vaga afirmativa para mulheres,https://br.linkedin.com/jobs/view/especialista-em-desenvolvimento-e-ia-generativa-vaga-afirmativa-para-mulheres-at-serasa-experian-4205474121,
,,Hyderābād,,,Experian,"Experian is a global data and technology company, powering opportunities for people and businesses around the world. We help to redefine lending practices, uncover and prevent fraud, simplify healthcare, deliver digital marketing solutions, and gain deeper insights into the automotive market, all using our unique combination of data, analytics and software. We also assist millions of people to realise their financial goals and help them to save time and money.We operate across a range of markets, from financial services to healthcare, automotive, agrifinance, insurance, and many more industry segments.We invest in talented people and new advanced technologies to unlock the power of data and innovate. As a FTSE 100 Index company listed on the London Stock Exchange (EXPN), we have a team of 22,500 people across 32 countries. Our corporate headquarters are in Dublin, Ireland. Learn more at experianplc.com.",Information Services,"10,001+ employees",,FULL_TIME,,1551246144,,"Hyderābād, Telangāna, India",,False,,[],linkedin,Product Owner,https://in.linkedin.com/jobs/view/product-owner-at-experian-4205470589,
,,Uberaba,,,Dexco,"Na Dexco, acreditamos que ambientes existem para serem vividos. Para isso, por meio de nossas marcas – Deca, Portinari, Hydra, Duratex, Castelatto, Ceusa e Durafloor – oferecemos soluções que combinam estética e funcionalidade, promovendo conforto e bem-estar. Aqui, acreditamos que temos um papel importante na sociedade e, desde o início da nossa trajetória, as questões ambientais, sociais e de governança pautam nossas discussões sobre o futuro da companhia.Somos uma empresa brasileira, privada e de capital aberto, controlada pela Itaúsa – Investimentos Itaú S.A – e pelo Bloco Seibel. Com sede administrativa em São Paulo, possuímos 21 unidades industriais e florestais estrategicamente localizadas nos estados de Minas Gerais, Paraíba, Pernambuco, Rio Grande do Sul, Rio de Janeiro, Santa Catarina, Sergipe e São Paulo, além de três fábricas de painéis na Colômbia - Dexco Colômbia.Estamos também à frente da LD Celulose, por meio de uma joint venture com o Grupo Lenzing, e da Caetex, joint venture criada para o plantio de florestas de eucalipto em Alagoas. Nossas ações estão listadas no Novo Mercado (o mais elevado padrão de Governança Corporativa) e na versão 2019/2020 da B3 - ISE.",Construction,"10,001+ employees",,FULL_TIME,,1551229681,,"Uberaba, Minas Gerais, Brazil",,False,,[],linkedin,Assistente de Manutenção (Eletrica),https://br.linkedin.com/jobs/view/assistente-de-manuten%C3%A7%C3%A3o-eletrica-at-dexco-4205473358,
,,Uberaba,,,Dexco,"Na Dexco, acreditamos que ambientes existem para serem vividos. Para isso, por meio de nossas marcas – Deca, Portinari, Hydra, Duratex, Castelatto, Ceusa e Durafloor – oferecemos soluções que combinam estética e funcionalidade, promovendo conforto e bem-estar. Aqui, acreditamos que temos um papel importante na sociedade e, desde o início da nossa trajetória, as questões ambientais, sociais e de governança pautam nossas discussões sobre o futuro da companhia.Somos uma empresa brasileira, privada e de capital aberto, controlada pela Itaúsa – Investimentos Itaú S.A – e pelo Bloco Seibel. Com sede administrativa em São Paulo, possuímos 21 unidades industriais e florestais estrategicamente localizadas nos estados de Minas Gerais, Paraíba, Pernambuco, Rio Grande do Sul, Rio de Janeiro, Santa Catarina, Sergipe e São Paulo, além de três fábricas de painéis na Colômbia - Dexco Colômbia.Estamos também à frente da LD Celulose, por meio de uma joint venture com o Grupo Lenzing, e da Caetex, joint venture criada para o plantio de florestas de eucalipto em Alagoas. Nossas ações estão listadas no Novo Mercado (o mais elevado padrão de Governança Corporativa) e na versão 2019/2020 da B3 - ISE.",Construction,"10,001+ employees",,FULL_TIME,,1551229696,,"Uberaba, Minas Gerais, Brazil",,False,,[],linkedin,ELETRICISTA,https://br.linkedin.com/jobs/view/eletricista-at-dexco-4205471530,
,,,,,Experian Asia Pacific,"Experian is a global data and technology company, powering opportunities for people and businesses around the world. We help to redefine lending practices, uncover and prevent fraud, simplify healthcare, deliver digital marketing solutions, and gain deeper insights into the automotive market, all using our unique combination of data, analytics and software. We also assist millions of people to realise their financial goals and help them to save time and money.We operate across a range of markets, from financial services to healthcare, automotive, agribusiness, insurance, and many more industry segments.We invest in talented people and new advanced technologies to unlock the power of data and innovate. As a FTSE 100 Index company listed on the London Stock Exchange (EXPN), we have a team of 22,500 people across 32 countries. Our corporate headquarters are in Dublin, Ireland.We’d love to hear from you on ways we can better serve you.",Information Services,"501-1,000 employees",,FULL_TIME,,1551226763,,Australia,,False,,[],linkedin,HR Integration Project Manager,https://au.linkedin.com/jobs/view/hr-integration-project-manager-at-experian-asia-pacific-4205471537,
,,Carson City,,,Pearson,"Humans are born to learn. From our very first breath, we never stop learning. It fuels – and transforms – our lives. This belief sits at the heart of who we are and how we support people in their lifelong learning journeys. We create vibrant, enriching learning experiences that deliver far-reaching benefits, preparing people for a new era of life and work. Because when you learn more, you can do more, be more, and live more.",Education,"10,001+ employees",,FULL_TIME,,1551221945,,"Carson City, Nevada, United States",,False,,[],linkedin,Manager Test Development,https://www.linkedin.com/jobs/view/manager-test-development-at-pearson-4203693328,
,,Juneau,,,Pearson,"Humans are born to learn. From our very first breath, we never stop learning. It fuels – and transforms – our lives. This belief sits at the heart of who we are and how we support people in their lifelong learning journeys. We create vibrant, enriching learning experiences that deliver far-reaching benefits, preparing people for a new era of life and work. Because when you learn more, you can do more, be more, and live more.",Education,"10,001+ employees",,FULL_TIME,,1551220939,,"Juneau, Alaska, United States",,False,,[],linkedin,Senior Strategic Solution Consultant - Enterprise Customers,https://www.linkedin.com/jobs/view/senior-strategic-solution-consultant-enterprise-customers-at-pearson-4203690502,
Digital Marketing,Sales & Marketing,,14,4.8,,,,,"We are seeking an experienced advertising specialist to promote our carpet cleaning business. The ideal candidate will create and implement effective advertising strategies to increase our customer base. Responsibilities include managing social media campaigns, creating engaging content, and analyzing campaign performance. If you have a proven track record in advertising and a passion for helping businesses grow, we would love to hear from you!",,1 to 3 months,1664855,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,,"['content writing', 'lead generation', 'marketing strategy', 'search engine optimization', 'social media marketing']",upwork,Advertising Specialist for Carpet Cleaning Business,https://www.upwork.com/freelance-jobs/apply/Advertising-Specialist-for-Carpet-Cleaning-Business_~021910065561711805349/,More than 30 hrs/week
Web & Mobile Design,"Web, Mobile & Software Dev",,13,5,,,,,"**Job Opportunity: Web Designer for High-Converting Landing Page**We are seeking a talented web designer to develop a captivating landing page aimed at maximizing client sign-ups. This page will highlight our services and motivate potential clients to register with us. The ideal candidate will possess a solid background in UI/UX design along with expertise in conversion rate optimization.Key Responsibilities:- Design an engaging landing page that aligns with our branding and effectively communicates our value proposition.- Utilize best practices in UI/UX to enhance user experience and drive conversions.- Incorporate creativity and meticulous attention to detail in every aspect of the design process.- Ensure the use of royalty-free assets where applicable.Qualifications:- Proven experience in web design, particularly for landing pages or similar projects.- A strong portfolio that demonstrates previous work related to landing pages and conversion optimization.- Familiarity with branding guidelines and the ability to adhere to them.",,1 to 3 months,1664852,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 200.0, 'max': 200.0, 'currency': 'USD', 'period': 'fixed'}","['bootstrap', 'graphic design', 'landing page', 'web design']",upwork,Design a High-Converting Landing Page for Client Sign Up,https://www.upwork.com/freelance-jobs/apply/Design-High-Converting-Landing-Page-for-Client-Sign_~021910065464247927854/,
Data Entry & Transcription Services,Admin Support,,8,5,,,,,"MUST HAVE ANDROID PHONE AND BE BASED IN CANADA OR THE UNITED KINGDOM! Simple 3-minute task. No special skills required—just follow the instructions, complete the task, and get paid.",,Less than 1 month,1664845,One-time project,"Canada, United Kingdom",2025-04-09,False,"{'min': 3.0, 'max': 3.0, 'currency': 'USD', 'period': 'hour'}","['android', 'data entry', 'virtual assistance']",upwork,Easy $3 for 3 minute task! (ANDROID USERS. CANADA and UK ONLY),https://www.upwork.com/freelance-jobs/apply/Easy-for-minute-task-ANDROID-USERS-CANADA-and-ONLY_~021910065381916208041/,Less than 30 hrs/week
Scripts & Utilities,"Web, Mobile & Software Dev",,11,4.97,,,,,Create a script for multithreaded registration of email accounts gmailMandatory condition of registration of accounts without the use of sms messages.You can use android virtualization module.Output data :gmail account mail / password /recovery mail / password,,Less than 1 month,1664854,One-time project,"Albania, Algeria, American Samoa",2025-04-09,True,"{'min': 140.0, 'max': 140.0, 'currency': 'USD', 'period': 'fixed'}","['android sdk', 'browser automation', 'scripting & automation']",upwork,Mail registration script on BAS,https://www.upwork.com/freelance-jobs/apply/Mail-registration-script-BAS_~021910065351777666096/,
"Graphic, Editorial & Presentation Design",Design & Creative,,5,5,,,,,"We are seeking a talented graphic designer to create a polished one-page brochure that aligns with our existing branding and logo for our real estate services. The ideal candidate will possess a strong understanding of branding principles and experience in real estate marketing materials. Your creativity and attention to detail will be essential to deliver a professional and visually appealing brochure that effectively communicates our services to potential clients.Relevant skills:- Graphic Design- Branding and Identity- Adobe Creative Suite (Illustrator, InDesign, Photoshop)- Print Design- Real Estate Marketing",,Less than 1 month,1664849,One-time project,"Albania, Algeria, American Samoa",2025-04-09,False,,"['adobe illustrator', 'adobe indesign', 'adobe photoshop', 'brochure', 'graphic design']",upwork,Graphic Designer Needed for Real Estate Brochure,https://www.upwork.com/freelance-jobs/apply/Graphic-Designer-Needed-for-Real-Estate-Brochure_~021910065250173512866/,Less than 30 hrs/week
Web Development,"Web, Mobile & Software Dev",,187,4.95,,,,,"I have a java game client, and a game server and a cache.The server wasn't originally meant to work with this later version of cache and client.I need someone to make these work together.Feel free to ask questions, I will give you more details.",,Less than 1 month,1664825,One-time project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 65.0, 'max': 65.0, 'currency': 'USD', 'period': 'fixed'}","['full stack development', 'java']",upwork,Get Java game server and Java game client built and running,https://www.upwork.com/freelance-jobs/apply/Get-Java-game-server-and-Java-game-client-built-and-running_~021910065156514311081/,
Market Research & Product Reviews,Admin Support,,56,4.74,,,,,"## Project OverviewWe are a consulting firm specializing in the biotech industry seeking an experienced survey professional to help optimize, execute, and analyze a Microsoft Forms survey targeting C-suite executives and board members in biotech companies. The survey aims to gather insights on the current state of their businesses.## Responsibilities- Review and assess our existing draft survey for effectiveness- Provide recommendations to optimize question structure and flow- Help implement changes to maximize participation and quality of responses- Assist with survey execution- Collect and analyze survey results- Present findings in a comprehensive, actionable format## Requirements- Proven experience designing and analyzing executive-level surveys- Proficiency with Microsoft Forms- Strong data analysis capabilities- Excellent communication skills for presenting findings- **Important:** Experience using generative AI tools to enhance survey design and analysis processes",,Less than 1 month,1664856,One-time project,"United States, Canada",2025-04-09,False,"{'min': 15.0, 'max': 50.0, 'currency': 'USD', 'period': 'hour'}","['ai', 'market research', 'microsoft forms', 'survey question writing']",upwork,Survey expert needed to create and run an executive survey,https://www.upwork.com/freelance-jobs/apply/Survey-expert-needed-create-and-run-executive-survey_~021910064978365836450/,Less than 30 hrs/week
Video & Animation,Design & Creative,,155,4.87,,,,,"We're looking for a sharp, strategic video editor to turn our long-form YouTube videos into short-form content that stops the scroll, delivers value fast, and drives real engagement.You’ll use Opus Clip to generate rough cuts — but the real magic comes from your judgment. You’ll choose the clips that actually land, then shape them into clean, high-retention vertical videos for Shorts, Reels, and TikTok.This is not an assembly-line editing gig. This is for someone who understands retention, pacing, and context — and wants to grow with a brand that’s making a real impact in the education space.ABOUT USYouTube channel: LSAT Unplugged23K+ subscribers and growingAudience: future law students (ages 22–35)Content: LSAT coaching, law school admissions, expert strategyMission: help students get into law school — often debt-freeWHAT YOU’LL DOUse Opus Clip to generate draft clipsReview and refine only the clips that make sense without contextEdit 20–50 short-form vertical videos per week (YouTube Shorts, TikTok, Reels)WHAT SUCCESS LOOKS LIKEClips that regularly hit 1K+ views and maintain 70%+ watch time on platforms like Shorts, Reels, or TikTokStrong hooks that stop the scrollSubscriber growth from ShortsWHAT WE’RE LOOKING FORStrong storytelling instinctsExperience editing short-form content from podcasts, interviews, or talking-headsFamiliar with Opus Clip and DescriptReliable, detail-oriented, and self-managingWHAT YOU GETWeekly work with room to growCreative freedomClear brand assets and directionPotential to take on higher-level content strategyA meaningful mission and real audience impactYour edits won’t disappear into the void — they’ll be seen by thousands of future law students every week.High-volume, repeatable work — most edits follow a clear formula and take ~10–15 minutes once you get the hang of itOpportunity to grow with a fast-scaling brand — potential for bonuses, raises, and strategy work over timeYour work won’t sit in a drive — every short gets published to a real audience with built-in reachPAY$3 per short (20–50 per week)Most clips take ~10–15 minutes to finalize, especially with Opus Clip assisting.Performance bonuses available — earn an extra $2 per short that hits 5K+ views or performs exceptionally well.Room to grow into a higher-level role with more pay and responsibility if you're crushing it.",,3 to 6 months,1664857,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,,"['video editing', 'video post-editing', 'video production']",upwork,🎬 Video Editor for YouTube Shorts (Opus Clip),https://www.upwork.com/freelance-jobs/apply/Video-Editor-for-YouTube-Shorts-Opus-Clip_~021910064952890967086/,Less than 30 hrs/week
Web & Mobile Design,"Web, Mobile & Software Dev",,607,4.99,,,,,"FirmRoom is a fast-growing platform for secure document sharing and deal collaboration, used by investment banks, private equity firms, and legal teams. We're evolving to be an AI-first solution focused on simplicity, speed, and modern workflows and we need a website that reflects that.Our site is built in Webflow with a solid foundation, but we’re evolving our product - and the site needs to reflect that with sharper design, stronger UX, and new landing pages that better tell our story and convert. This is not a from-scratch job. You’ll be working with an existing site - but we’re looking for someone with taste, patience, and precision to take it to the next level.Scope Includes:Audit and improve our existing pages (starting with homepage and pricing)Design new pages in Figma and implement them in WebflowBuild with clean CMS logic and responsive best practicesEnsure consistent design system and styling across pagesCollaborate closely with our internal teamIdeal Candidate:Webflow Certified (must include your certification URL)Highly skilled in Figma and modern design systemsPortfolio includes clean, modern SaaS or B2B websitesPatient, thoughtful, and collaborativeBonus: experience with conversion optimization and light SEOAble to turn product vision into clear, usable, credible web experiencesPages for Audit:Homepage (https://firmroom.com)Pricing Page (https://firmroom.com/pricing)To Apply, Please Submit:1. A brief audit of the homepage and pricing page - list your Top 10 improvement suggestions (visual, UX, copy structure or more)2. Your Top 2 Figma designs you’re most proud of3. At least 1 live Webflow site you’ve built (especially if you designed it too)4. Your Webflow Certification URL (required)If Shortlisted:We’ll move forward with a small paid test project to evaluate fit before diving into the broader scope.",,1 to 3 months,1664853,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 35.0, 'max': 45.0, 'currency': 'USD', 'period': 'hour'}","['ai', 'css', 'html', 'web design', 'web development', 'webflow']",upwork,Web Designer & Webflow Certified Developer Needed for Website Revamp,https://www.upwork.com/freelance-jobs/apply/Web-Designer-Webflow-Certified-Developer-Needed-for-Website-Revamp_~021910064922868974501/,Less than 30 hrs/week
